,id,name,artists,artist_name,album,album_name,release_date,explicit,popularity,label,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
0,00FaBIFXUfzaaVcsQmTTJY,Can't Hold Us,['26AHtbjWKiwYzsoGoUZq53'],['Pentatonix'],12dPqNFIdjiVFSHvtsDmzJ,"PTX, Vol. 2",2013-11-05,False,52.0,"Can't Hold Us|P,T,X,,, ,V,o,l,., ,2|Pentatonix",0.659,0.852,11.0,-6.186,0.0,0.122,0.0129,0.0,0.366,0.789,143.025,4.0,198040.0
1,00KiXBZT9vf1XhcqkFrzug,Downward,['19lQ2rJLlP71FOKESiMNJT'],['Ripe'],5zENm1Gr6BM9mmYkjyN43K,Joy in the Wild Unknown,2018-04-06,False,49.0,"Downward|J,o,y, ,i,n, ,t,h,e, ,W,i,l,d, ,U,n,k,n,o,w,n|Ripe",0.729,0.641,1.0,-5.871,1.0,0.038,0.15,0.0,0.114,0.714,120.002,4.0,224412.0
2,00UnG3dTXz9luKAaf8fFDW,Cocoon,['55nybOKXKVBjQ6v3c1pAWg'],['Jon Gomm'],0HY3IyHQQKBzsLpAP9QjFb,The Faintest Idea,2020-10-16,False,23.0,"Cocoon|T,h,e, ,F,a,i,n,t,e,s,t, ,I,d,e,a|Jon Gomm",0.44,0.223,10.0,-15.395,1.0,0.0538,0.797,0.00993,0.106,0.121,83.771,4.0,248800.0
3,00h12tbjC9Aa5uEuq9HrgO,Facts,['1CFCsEqKrCyvAFKOATQHiW'],['Lecrae'],5DPZqC3ySZkJClCvZlIq6K,All Things Work Together,2017-09-22,False,38.0,"Facts|A,l,l, ,T,h,i,n,g,s, ,W,o,r,k, ,T,o,g,e,t,h,e,r|Lecrae",0.601,0.75,7.0,-6.585,1.0,0.42,0.0702,0.0,0.554,0.655,180.043,4.0,241573.0
4,00h6syYCxPKVsInPHXhdZ1,Sarah Smiles,['20JZFwl6HVl6yg8a4H3ZqK'],['Panic! At The Disco'],5S0nsfYhHa1uz10V4yoWSL,Vices & Virtues,2011-03-18,False,59.0,"Sarah Smiles|V,i,c,e,s, ,&, ,V,i,r,t,u,e,s|Panic! At The Disco",0.332,0.837,5.0,-3.437,1.0,0.038,0.000324,0.0,0.164,0.551,171.341,4.0,213320.0
5,01eaVHg0J4CIbLMDNk0gDk,Stronger (Interlude),['0NrVrf231eji48nhNUJTXe'],['Laura Misch'],77KiLzyEWPVnzAzVA2mntL,Playground,2017-05-03,False,15.0,"Stronger (Interlude)|P,l,a,y,g,r,o,u,n,d|Laura Misch",0.277,0.0809,8.0,-19.307,1.0,0.0626,0.916,0.508,0.105,0.0405,95.088,4.0,99841.0
6,01vv2AjxgP4uUyb8waYO5Y,Morph,['3YQKmKGau1PzlVlkL1iodx'],['Twenty One Pilots'],621cXqrTSSJi1WqDMSLmbL,Trench,2018-10-05,False,66.0,"Morph|T,r,e,n,c,h|Twenty One Pilots",0.734,0.607,8.0,-7.249,0.0,0.0806,0.0747,0.000577,0.0968,0.518,90.023,4.0,258853.0
7,01xPsUg4QfgXwT0VqoykQT,Give In,"['1CFCsEqKrCyvAFKOATQHiW', '364Dr4NZu27f3AzS79o1SN']","['Lecrae', 'Crystal Nicole']",3RGQ7mzK3Ijn9MUcPNzv8W,Anomaly,2014-09-09,False,35.0,"Give In|A,n,o,m,a,l,y|Lecrae,Crystal Nicole",0.594,0.772,6.0,-4.258,0.0,0.0414,0.0575,0.0,0.148,0.408,137.089,4.0,227054.0
8,01zME4q62SDPtD0hOSmTrG,Creature Kind,"['3FLUBwpAnaIlIKeaBfsxFe', '5r5Va4lVQ1zjEfbJSrmCsS']","['Kito', 'BROODS']",7noNViHJAYZ3UxlhDNKAt9,Creature Kind,2018-09-07,False,31.0,"Creature Kind|C,r,e,a,t,u,r,e, ,K,i,n,d|Kito,BROODS",0.748,0.666,6.0,-6.094,0.0,0.0833,0.101,0.000653,0.0976,0.359,114.982,4.0,237667.0
9,02CygBCQOIyEuhNZqHHcNx,It Runs Through Me,"['1uiEZYehlNivdK3iQyAbye', '1Z8ODXyhEBi3WynYw0Rya6']","['Tom Misch', 'De La Soul']",28enuddLPEA914scE6Drvk,Geography,2018-04-06,False,68.0,"It Runs Through Me|G,e,o,g,r,a,p,h,y|Tom Misch,De La Soul",0.802,0.607,11.0,-11.028,0.0,0.289,0.205,0.000748,0.246,0.274,96.916,4.0,261881.0
10,02ZCUKTLwVFXdvbNq7kN8D,Downtime,"['0eZipjUat1rbp08ICpxU3S', '2jR0GaZ6sgwTykGveaVTv7', '3Lb2tw0rDcP1ADtJ1BVh3h']","['Roman Kouder', 'Regards Coupables', 'Chelsea Warner']",1AResaUp67nY8qvQbO9iLJ,Real,2021-04-23,False,8.0,"Downtime|R,e,a,l|Roman Kouder,Regards Coupables,Chelsea Warner",0.69,0.688,8.0,-8.05,0.0,0.114,0.279,0.00255,0.128,0.703,106.053,4.0,184997.0
11,02qVNMgMLvfjRtSUXDDmfU,"[as deep as you are tall, as suffocating as you are beautiful]",['33o00sXuyWiApOFzo0vr0z'],['Crywolf'],3xad1D7RkpRz7G6xNjuP44,widow [OBLIVIØN Pt. I],2019-03-22,False,19.0,"[as deep as you are tall, as suffocating as you are beautiful]|w,i,d,o,w, ,[,O,B,L,I,V,I,Ø,N, ,P,t,., ,I,]|Crywolf",0.257,0.319,2.0,-19.128,1.0,0.0364,0.974,0.94,0.323,0.0394,100.147,5.0,47032.0
12,02v4RyTzBW1AikXPcP3QJo,Bonebreaks,"['3uehHuq3shLct5F4AEx1An', '33QeDPfeSWWQSZmbUC15Ly', '42gnrsSSKKNNmfAJ0o3oyN']","['Allysa Grace', 'Carter Arrington', 'Soul Food Horns']",0nQ7scdffw5zp411ftLn9P,The Power of Roots,2018-04-27,False,1.0,"Bonebreaks|T,h,e, ,P,o,w,e,r, ,o,f, ,R,o,o,t,s|Allysa Grace,Carter Arrington,Soul Food Horns",0.526,0.32,7.0,-10.649,0.0,0.0378,0.436,0.0402,0.107,0.419,132.329,3.0,300198.0
13,03RNpvzwMGViDHvZKfbNIo,Halloween,['50JJSqHUf2RQ9xsHs0KMHg'],['Jon Bellion'],0Qfwzu4yfzVUIrBLittdDO,The Separation,2013-12-10,False,43.0,"Halloween|T,h,e, ,S,e,p,a,r,a,t,i,o,n|Jon Bellion",0.807,0.757,9.0,-4.43,0.0,0.185,0.285,0.0,0.311,0.534,99.939,4.0,166427.0
14,04aAxqtGp5pv12UXAg4pkq,Centuries,['4UXqAaa6dQYAk18Lv7PEgX'],['Fall Out Boy'],022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,2015-01-20,False,81.0,"Centuries|A,m,e,r,i,c,a,n, ,B,e,a,u,t,y,/,A,m,e,r,i,c,a,n, ,P,s,y,c,h,o|Fall Out Boy",0.393,0.858,4.0,-2.868,0.0,0.0729,0.00359,0.0,0.102,0.56,176.042,4.0,228360.0
15,04gQHzS8FLPoNdnRKw4jDJ,"Wow, I'm Not Crazy",['6s22t5Y3prQHyaHWUN1R1C'],['AJR'],02tIakRsIFGW8sO4pBtJgj,Neotheater,2019-04-26,False,46.0,"Wow, I'm Not Crazy|N,e,o,t,h,e,a,t,e,r|AJR",0.284,0.609,3.0,-6.033,1.0,0.123,0.0438,0.0,0.177,0.521,85.386,4.0,196763.0
16,04nemEju86ULMJ1iy6EAsF,Natural Disaster,['26AHtbjWKiwYzsoGoUZq53'],['Pentatonix'],12dPqNFIdjiVFSHvtsDmzJ,"PTX, Vol. 2",2013-11-05,False,40.0,"Natural Disaster|P,T,X,,, ,V,o,l,., ,2|Pentatonix",0.487,0.71,10.0,-5.636,1.0,0.0718,0.107,0.0,0.0915,0.819,88.033,4.0,210560.0
17,05FeWp9OmolihnoR3Gmd7R,You're Everywhere,['6fU24B4K9kWmFt5WTwwsLF'],['Noah Floersch'],7c611wvcRnwjp9SlG6Hp4k,You're Everywhere,2019-11-29,False,30.0,"You're Everywhere|Y,o,u,',r,e, ,E,v,e,r,y,w,h,e,r,e|Noah Floersch",0.372,0.224,4.0,-17.376,1.0,0.0348,0.85,0.00148,0.105,0.252,84.86,4.0,279882.0
18,05iSkVvElnPUzllNvaXm0T,Jump,['3B83ffT0B4Si3ttxzY9fMz'],['Mike Dawes'],6Ac8njyBY0vdNyiyk8hc1r,Jump,2020-12-11,False,38.0,"Jump|J,u,m,p|Mike Dawes",0.672,0.449,2.0,-8.231,1.0,0.0284,0.415,0.898,0.0919,0.126,130.211,4.0,260711.0
19,05lrXGRJ1h93oQb3e5S8ax,[it was broken before i got here],['33o00sXuyWiApOFzo0vr0z'],['Crywolf'],3xad1D7RkpRz7G6xNjuP44,widow [OBLIVIØN Pt. I],2019-03-22,False,21.0,"[it was broken before i got here]|w,i,d,o,w, ,[,O,B,L,I,V,I,Ø,N, ,P,t,., ,I,]|Crywolf",0.263,0.156,0.0,-18.034,1.0,0.0349,0.984,0.102,0.189,0.249,137.738,5.0,121690.0
20,05sCp83gcMm1iecYydKJS3,Let's Hurt Tonight,['5Pwc4xIPtQLFEnJriah9YJ'],['OneRepublic'],30Ni9qg2MBeeZXybsMOQ7m,Oh My My,2016-12-02,False,64.0,"Let's Hurt Tonight|O,h, ,M,y, ,M,y|OneRepublic",0.359,0.713,5.0,-4.526,1.0,0.0366,0.33,0.0,0.324,0.272,61.519,4.0,194520.0
21,05wwZtITJKnTuQvmUDtul0,Deeper,['1uiEZYehlNivdK3iQyAbye'],['Tom Misch'],2FVfODkF1inBzSwB2plsYk,Beat Tape 1,2014-03-14,False,35.0,"Deeper|B,e,a,t, ,T,a,p,e, ,1|Tom Misch",0.695,0.264,2.0,-7.673,1.0,0.074,0.306,0.953,0.114,0.294,180.081,4.0,90447.0
22,05xew4JGE0lPHpshEDhHFd,Anomaly,['1CFCsEqKrCyvAFKOATQHiW'],['Lecrae'],1FmEXQXOH6QEDbbJN2OCC9,Anomaly,2014-09-09,False,31.0,"Anomaly|A,n,o,m,a,l,y|Lecrae",0.651,0.695,4.0,-7.263,1.0,0.0453,0.203,0.00124,0.143,0.288,128.973,4.0,149987.0
23,06LekXdO8wsYemEeHmAhB7,still feel.,['31EncJhuSBcAIsZGA3G1GK'],['The Vassar Devils'],6TbhEk5dYnvkr5jcBPbasF,Words Unsaid,2021-06-12,False,7.0,"still feel.|W,o,r,d,s, ,U,n,s,a,i,d|The Vassar Devils",0.613,0.639,8.0,-7.684,0.0,0.0446,0.0787,0.0,0.0725,0.454,118.074,4.0,234870.0
24,06kxa3al7bUqRRo5nAFduZ,Nightlight,"['45eNHdiiabvmbp4erw26rg', '0kErUwb6xgWfkdn0RyZWHZ']","['ILLENIUM', 'Annika Wells']",6CqsldZjVGphwQk9wEBiKE,Nightlight,2020-08-28,False,66.0,"Nightlight|N,i,g,h,t,l,i,g,h,t|ILLENIUM,Annika Wells",0.494,0.651,11.0,-4.127,0.0,0.0384,0.0819,0.0,0.104,0.162,149.979,4.0,222400.0
25,06yksZ8eFxWyaCxxnbXd0q,Pure Gold,['7sOR7gk6XUlGnxj3p9F54k'],['half•alive'],2KSWrd22LGc0Hmqs2Z5i7z,"Now, Not Yet",2019-08-09,False,51.0,"Pure Gold|N,o,w,,, ,N,o,t, ,Y,e,t|half•alive",0.686,0.594,0.0,-6.981,1.0,0.0358,0.0821,0.0897,0.418,0.287,132.983,4.0,214227.0
26,079yVkBuqjli0R21W0kis3,Round And Round,['53XhwfbYqKCa1cC15pYq2q'],['Imagine Dragons'],1zcNZa89FXNruaesVKiVeu,Night Visions (Deluxe),2012-09-04,False,49.0,"Round And Round|N,i,g,h,t, ,V,i,s,i,o,n,s, ,(,D,e,l,u,x,e,)|Imagine Dragons",0.455,0.858,0.0,-4.221,0.0,0.044,0.00262,0.0,0.201,0.479,141.957,4.0,196933.0
27,07EdK2bHlB8yX3dJAoqwMD,"Halloween, 1987",['33o00sXuyWiApOFzo0vr0z'],['Crywolf'],2qzddCuiRJ7ohrwJAV34zc,Dysphoria,2015-06-23,False,35.0,"Halloween, 1987|D,y,s,p,h,o,r,i,a|Crywolf",0.201,0.537,6.0,-7.513,1.0,0.0389,0.299,3.71e-05,0.121,0.157,57.281,4.0,261663.0
28,07qtM64oXTwwVMZJ4dHdEY,Searching / Inside of Me,['6oPQiSj92N4mk5jXLtX1bl'],['Poppy Ajudha'],09aMqh7Yln9fAdm0CpAWpI,Patience,2018-12-07,False,15.0,"Searching / Inside of Me|P,a,t,i,e,n,c,e|Poppy Ajudha",0.308,0.337,11.0,-16.705,1.0,0.146,0.785,0.000215,0.0618,0.322,84.759,1.0,102056.0
29,086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,['7Ln80lUS6He07XvHI8qqHH'],['Arctic Monkeys'],78bpIziExqiI9qztvNFlQu,AM,2013-09-09,False,86.0,"Why'd You Only Call Me When You're High?|A,M|Arctic Monkeys",0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4.0,161124.0
30,08ZuYMwYKdxLrGufv125m0,March To The Sea,['3YQKmKGau1PzlVlkL1iodx'],['Twenty One Pilots'],1Fexc96V24RL17Ko9VXUOM,Twenty One Pilots,2009-12-29,False,54.0,"March To The Sea|T,w,e,n,t,y, ,O,n,e, ,P,i,l,o,t,s|Twenty One Pilots",0.693,0.496,7.0,-10.146,1.0,0.0444,0.473,1.14e-05,0.0738,0.149,124.959,4.0,331760.0
31,08hm0V6cTsWDX62hW42sEv,Sick Boy,['69GGBxA162lTqCwzJG5jLp'],['The Chainsmokers'],4Mli74klkx5jMSZlqYa3Lh,Sick Boy,2018-04-20,False,71.0,"Sick Boy|S,i,c,k, ,B,o,y|The Chainsmokers",0.548,0.58,11.0,-7.524,0.0,0.121,0.104,0.0,0.127,0.462,180.066,4.0,193893.0
32,09BuyKc8fA1eK8MMhxKiUV,Expectations,['3FMbhaYng6VoeCltbwqmtG'],['Brika'],34cYYDpM7MRfa8h2svgWpJ,Voice Memos (Deluxe),2017-12-16,False,34.0,"Expectations|V,o,i,c,e, ,M,e,m,o,s, ,(,D,e,l,u,x,e,)|Brika",0.748,0.207,5.0,-10.329,0.0,0.317,0.552,0.0,0.174,0.562,76.949,4.0,188240.0
33,09oCOptpWAPyV0gqxBUCJr,Champion,['4UXqAaa6dQYAk18Lv7PEgX'],['Fall Out Boy'],3isVltr2QZQk23EQGWYfHz,Champion,2017-06-22,False,58.0,"Champion|C,h,a,m,p,i,o,n|Fall Out Boy",0.305,0.899,0.0,-4.127,1.0,0.257,0.000964,4.31e-05,0.369,0.301,187.933,4.0,192560.0
34,09vAWpn8PACvnRr4sbHGbp,FALLOUT [antagonïzer],['33o00sXuyWiApOFzo0vr0z'],['Crywolf'],3xad1D7RkpRz7G6xNjuP44,widow [OBLIVIØN Pt. I],2019-03-22,False,25.0,"FALLOUT [antagonïzer]|w,i,d,o,w, ,[,O,B,L,I,V,I,Ø,N, ,P,t,., ,I,]|Crywolf",0.602,0.691,3.0,-7.941,1.0,0.0381,0.431,0.0151,0.202,0.541,115.011,4.0,303831.0
35,09zeRJm9EGlgVid1kOsSPE,take a number,"['1xHQO9GJIW9OXHxGBISYc5', '4fJsnm9CeDAPrwO4MAEToj']","['Marian Hill', 'Dounia']",2ItKtHGJDP9TYI1oLrBzJ0,was it not,2020-03-18,True,20.0,"take a number|w,a,s, ,i,t, ,n,o,t|Marian Hill,Dounia",0.917,0.348,8.0,-8.094,1.0,0.17,0.407,0.00125,0.116,0.445,132.033,4.0,202993.0
36,0A9hK4eLHKyvoRq0aOrDbG,Drama,['6s22t5Y3prQHyaHWUN1R1C'],['AJR'],2nwTJuSqvCygeyI8U7vpeI,The Click,2017-06-30,True,48.0,"Drama|T,h,e, ,C,l,i,c,k|AJR",0.569,0.683,11.0,-4.269,0.0,0.148,0.199,0.0,0.108,0.634,156.154,4.0,204427.0
37,0AGLqgYJWCNS36asfC4Nld,Angelus,['5I6ni4YWY0WJUs6rFqufxT'],['The Main Squeeze'],0Ob01UqJzLoXFSm1jIFug7,Angelus,2015-07-17,False,17.0,"Angelus|A,n,g,e,l,u,s|The Main Squeeze",0.788,0.624,5.0,-8.551,0.0,0.0484,0.277,0.00125,0.127,0.828,119.133,4.0,259880.0
38,0ARnA1zH4FXjheCl3tCNbF,Fall,"['6dC0rIJNLSFZwqckLgXJ8p', '0YWxKQj2Go9CGHCp77UOyy']","['Timeflies', 'Fabolous']",2xX0ZnW2kG0qpIjnvEVl8s,After Hours (Deluxe),2014-01-01,False,23.0,"Fall|A,f,t,e,r, ,H,o,u,r,s, ,(,D,e,l,u,x,e,)|Timeflies,Fabolous",0.645,0.737,7.0,-3.786,1.0,0.0463,0.0268,0.0,0.111,0.612,130.043,4.0,188133.0
39,0B04a7G6KjUim0QxerIvqL,Skeletons (Without You),['33o00sXuyWiApOFzo0vr0z'],['Crywolf'],15kMTVJOBTuAjzZFpf2Fm2,Skeletons,2017-03-10,False,20.0,"Skeletons (Without You)|S,k,e,l,e,t,o,n,s|Crywolf",0.251,0.296,0.0,-8.756,1.0,0.0401,0.869,1.79e-06,0.125,0.0396,122.842,3.0,110877.0
40,0BE86KuNuUl4MHE5zZFR2V,Sweet Tea,"['4vGrte8FDu062Ntj0RsPiZ', '1peMLUHoO3t6DsuIGMP2vQ']","['Polyphia', 'Aaron Marshall']",1yTULCIrJxzeaJeaV5BXqp,Muse,2014-09-02,False,43.0,"Sweet Tea|M,u,s,e|Polyphia,Aaron Marshall",0.334,0.963,10.0,-5.967,1.0,0.229,1.55e-05,0.864,0.327,0.438,195.067,4.0,260001.0
41,0BKUPqnHDb7ZnXQeojF6v0,Open,['19f2JXwlRU26376TCKmp6L'],['GoGo Penguin'],5dNyGCWbvGFcR2Zgad3cse,GoGo Penguin,2020-06-12,False,35.0,"Open|G,o,G,o, ,P,e,n,g,u,i,n|GoGo Penguin",0.387,0.65,5.0,-10.641,0.0,0.0381,0.0601,0.87,0.109,0.199,122.709,3.0,287016.0
42,0BXgcEJSZaTE2g5fjVsppr,Come Hang Out,['6s22t5Y3prQHyaHWUN1R1C'],['AJR'],2nwTJuSqvCygeyI8U7vpeI,The Click,2017-06-30,False,51.0,"Come Hang Out|T,h,e, ,C,l,i,c,k|AJR",0.609,0.73,7.0,-4.669,0.0,0.0668,0.00451,0.0,0.0482,0.414,91.215,4.0,266267.0
43,0BcaPJXzQf0uU8XeXdvvgd,iRobot,['50JJSqHUf2RQ9xsHs0KMHg'],['Jon Bellion'],2e8nzTZ0HtK94IifOWgN7o,The Human Condition,2016-06-10,False,45.0,"iRobot|T,h,e, ,H,u,m,a,n, ,C,o,n,d,i,t,i,o,n|Jon Bellion",0.377,0.576,11.0,-4.951,1.0,0.0639,0.229,1.07e-05,0.161,0.265,206.235,4.0,208659.0
44,0C4lahNUBCFZqgn402Dudh,The Birds,['6RINqriKemR76rOM7FXweM'],['twiddy'],7rdvzRsH5c6t2Jeg3bryr7,The Birds,2018-07-26,False,20.0,"The Birds|T,h,e, ,B,i,r,d,s|twiddy",0.823,0.656,6.0,-3.76,1.0,0.109,0.532,6.28e-05,0.338,0.779,93.076,4.0,190968.0
45,0Dit4xsY3yFY73b19VxsYE,RUNAWAY,['7sOR7gk6XUlGnxj3p9F54k'],['half•alive'],2KSWrd22LGc0Hmqs2Z5i7z,"Now, Not Yet",2019-08-09,False,58.0,"RUNAWAY|N,o,w,,, ,N,o,t, ,Y,e,t|half•alive",0.676,0.594,0.0,-5.588,0.0,0.053,0.00324,0.000912,0.0645,0.602,131.922,4.0,162200.0
46,0DmEnqs7njB6pS8s0F6m8z,Bittersweet,['4vGrte8FDu062Ntj0RsPiZ'],['Polyphia'],1Ki56K82avE7nTkZEyVIE7,Renaissance,2016-03-25,False,41.0,"Bittersweet|R,e,n,a,i,s,s,a,n,c,e|Polyphia",0.538,0.84,9.0,-4.832,0.0,0.0323,0.00612,0.877,0.065,0.273,128.048,4.0,233262.0
47,0EMYJmiYczo8y8l2xLVt2Z,Welcome to America,['1CFCsEqKrCyvAFKOATQHiW'],['Lecrae'],0oSLVsHgdVR9tLY83M5B0o,Anomaly,2014-09-09,False,40.0,"Welcome to America|A,n,o,m,a,l,y|Lecrae",0.749,0.921,1.0,-4.28,1.0,0.217,0.131,0.0,0.107,0.506,124.913,4.0,262211.0
48,0EQCmMEQu5YHEFeh9QcnCB,"Nails for Breakfast, Tacks for Snacks",['20JZFwl6HVl6yg8a4H3ZqK'],['Panic! At The Disco'],01hp4DvayKlnqUQrmk0vvz,A Fever You Can't Sweat Out,2005-09-27,False,43.0,"Nails for Breakfast, Tacks for Snacks|A, ,F,e,v,e,r, ,Y,o,u, ,C,a,n,',t, ,S,w,e,a,t, ,O,u,t|Panic! At The Disco",0.6,0.946,5.0,-4.134,1.0,0.114,0.0131,0.0,0.296,0.621,145.004,4.0,203840.0
49,0ETUtxLFEUrTQkVdW75YIm,No Grass Today,['6s22t5Y3prQHyaHWUN1R1C'],['AJR'],2nwTJuSqvCygeyI8U7vpeI,The Click,2017-06-30,False,43.0,"No Grass Today|T,h,e, ,C,l,i,c,k|AJR",0.702,0.547,10.0,-4.797,1.0,0.0386,0.248,0.0,0.44,0.597,92.028,4.0,259120.0
50,0EUSbTvyZfo9QOcxunL9Ro,"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",['0hEurMDQu99nJRq8pTxO14'],['John Mayer'],4Dgxy95K9BWkDUvQPTaYBb,Where the Light Is: John Mayer Live In Los Angeles,2008,False,58.0,"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007|W,h,e,r,e, ,t,h,e, ,L,i,g,h,t, ,I,s,:, ,J,o,h,n, ,M,a,y,e,r, ,L,i,v,e, ,I,n, ,L,o,s, ,A,n,g,e,l,e,s|John Mayer",0.372,0.442,4.0,-11.488,1.0,0.0289,0.714,8.68e-05,0.966,0.297,92.72,4.0,345627.0
51,0EVWt6wD2aezmwg5GgvcZK,Until the Sun Destroys the Earth,['55nybOKXKVBjQ6v3c1pAWg'],['Jon Gomm'],0HY3IyHQQKBzsLpAP9QjFb,The Faintest Idea,2020-10-16,False,18.0,"Until the Sun Destroys the Earth|T,h,e, ,F,a,i,n,t,e,s,t, ,I,d,e,a|Jon Gomm",0.514,0.215,10.0,-14.066,1.0,0.038,0.829,7.31e-05,0.0963,0.365,79.651,4.0,277645.0
52,0EihYhd99jGZ6xzWM1Wd4Z,Fear,['1CFCsEqKrCyvAFKOATQHiW'],['Lecrae'],0oSLVsHgdVR9tLY83M5B0o,Anomaly,2014-09-09,False,36.0,"Fear|A,n,o,m,a,l,y|Lecrae",0.631,0.609,7.0,-8.726,0.0,0.0915,0.28,0.0,0.108,0.183,140.029,4.0,324032.0
53,0F5VPIloCShAm5f5DsxQKm,Say I Won't,"['1CFCsEqKrCyvAFKOATQHiW', '1TMrnxBwZfmfRxsGzkNIHw']","['Lecrae', 'Andy Mineo']",1FmEXQXOH6QEDbbJN2OCC9,Anomaly,2014-09-09,False,46.0,"Say I Won't|A,n,o,m,a,l,y|Lecrae,Andy Mineo",0.813,0.683,2.0,-8.518,1.0,0.24,0.0125,0.0,0.068,0.742,127.993,4.0,215917.0
54,0FCbhP1faVs9PDwwiKKMn4,Go Quietly,['1xHQO9GJIW9OXHxGBISYc5'],['Marian Hill'],5vSGotQ12AmYKTy44dykZ0,Unusual,2018-05-11,False,27.0,"Go Quietly|U,n,u,s,u,a,l|Marian Hill",0.694,0.094,5.0,-14.422,1.0,0.121,0.871,0.565,0.0928,0.246,141.982,4.0,312587.0
55,0FfX0nofboxZjP0diT1eFv,I’ll Make It Up To You,['53XhwfbYqKCa1cC15pYq2q'],['Imagine Dragons'],33pt9HBdGlAbRGBHQgsZsU,Evolve,2017-06-23,False,64.0,"I’ll Make It Up To You|E,v,o,l,v,e|Imagine Dragons",0.328,0.674,7.0,-7.488,1.0,0.105,0.00767,0.0398,0.29,0.129,177.007,3.0,262600.0
56,0FfqyjhB6Kspvit1oOo7ax,GOLDWING,['6qqNVTkY8uBg9cP3Jd7DAH'],['Billie Eilish'],0JGOiO34nwfUdDrD612dOp,Happier Than Ever,2021-07-30,False,74.0,"GOLDWING|H,a,p,p,i,e,r, ,T,h,a,n, ,E,v,e,r|Billie Eilish",0.654,0.303,5.0,-13.943,0.0,0.126,0.755,0.159,0.0957,0.168,160.095,4.0,151537.0
57,0FsGUPoOMHzHnViGBKbBLX,Run Wild,['50JJSqHUf2RQ9xsHs0KMHg'],['Jon Bellion'],7EOvtHDxbltA0GNC4mvLAC,The Definition,2014-09-23,False,49.0,"Run Wild|T,h,e, ,D,e,f,i,n,i,t,i,o,n|Jon Bellion",0.636,0.541,9.0,-7.691,0.0,0.224,0.221,0.0,0.13,0.789,90.898,4.0,192732.0
58,0Fwp47mZVkhVHaUQeJarD0,Antecedent,['5yn8jrJH5Z5PaGFStNUvgR'],['The Omnific'],6SrRrySN4ZrrKV0kLdDjbp,Escapades,2021-10-08,False,36.0,"Antecedent|E,s,c,a,p,a,d,e,s|The Omnific",0.558,0.922,9.0,-8.124,1.0,0.0437,0.0497,0.886,0.0668,0.496,105.015,4.0,320480.0
59,0GHoTpF0BKhPkafD330yFB,Moon,['3FMbhaYng6VoeCltbwqmtG'],['Brika'],2HWSqu4E4GEM8QcRg2wkSA,Voice Memos (Deluxe),2017-12-16,False,19.0,"Moon|V,o,i,c,e, ,M,e,m,o,s, ,(,D,e,l,u,x,e,)|Brika",0.764,0.322,6.0,-12.1,0.0,0.0619,0.721,0.0267,0.144,0.314,125.935,4.0,208240.0
60,0Gw9LFpVfkxnktn1VN8rwR,Good Deed,"['40GymhzxJliXHzqaKZBQH5', '0gnJx3IKBjjTrDpg1xNG52']","['Mr. Chase', 'ichika']",5dDvkrFJTOQJDHqzDeIHjZ,Good Deed,2019-12-09,False,39.0,"Good Deed|G,o,o,d, ,D,e,e,d|Mr. Chase,ichika",0.635,0.764,0.0,-7.024,0.0,0.0351,0.609,0.765,0.0713,0.412,169.951,4.0,206341.0
61,0HHdujGjOZChTrl8lJWEIq,"Stop This Train - Live at the Nokia Theatre, Los Angeles, CA - December 2007",['0hEurMDQu99nJRq8pTxO14'],['John Mayer'],4Dgxy95K9BWkDUvQPTaYBb,Where the Light Is: John Mayer Live In Los Angeles,2008,False,53.0,"Stop This Train - Live at the Nokia Theatre, Los Angeles, CA - December 2007|W,h,e,r,e, ,t,h,e, ,L,i,g,h,t, ,I,s,:, ,J,o,h,n, ,M,a,y,e,r, ,L,i,v,e, ,I,n, ,L,o,s, ,A,n,g,e,l,e,s|John Mayer",0.426,0.438,2.0,-14.67,1.0,0.0326,0.598,0.000181,0.826,0.363,91.882,4.0,300200.0
62,0HLWvLKQWpFdPhgk6ym58n,Who Says,['0hEurMDQu99nJRq8pTxO14'],['John Mayer'],1V5vQRMWTNGmqwxY8jMVou,Battle Studies,2009-11-13,False,64.0,"Who Says|B,a,t,t,l,e, ,S,t,u,d,i,e,s|John Mayer",0.584,0.509,2.0,-13.109,1.0,0.0287,0.267,0.00252,0.36,0.367,90.457,4.0,175480.0
63,0HZk0QsXPhMNAWNDR3rYE8,Hallelujah,['26AHtbjWKiwYzsoGoUZq53'],['Pentatonix'],3sId8sOH47yqOWopzbEtJn,A Pentatonix Christmas Deluxe,2017-12-06,False,76.0,"Hallelujah|A, ,P,e,n,t,a,t,o,n,i,x, ,C,h,r,i,s,t,m,a,s, ,D,e,l,u,x,e|Pentatonix",0.364,0.378,7.0,-7.381,0.0,0.0331,0.47,0.0,0.339,0.366,89.918,3.0,268960.0
